jobid,level,tech_specialisation,country,state,salary_from,salary_to,currency,type,mode,visa_sponsorship,work_experience_years,education_level,cert_id,certification_text,is_mandatory
18480,,Testing & Quality Assurance,Singapore,,,,,Full time,,,,Bachelor Degree,,,
2951,Senior,Symbolic AI,Singapore,,,,,Contract/Temp,,,,Bachelor Degree,,,
22995,Junior,Business Intelligence,Singapore,,,,,Full time,,,1,Bachelor Degree,,,
11141,Junior,R&D,Singapore,,,,,Full time,,,,Bachelor Degree,,,
11180,Middle,Graphics Accelerators,Singapore,,,,,Full time,,,,Bachelor Degree,,,
19453,Middle,APU Physical Implementation,Singapore,,6000,8000,SGD,Full time,,,5,Bachelor Degree,,,
21050,Senior,C++,Singapore,,,,,Contract/Temp,,,4,Bachelor Degree,,,
22528,Senior,Java,Singapore,,,,,Full Time,,,,Bachelor Degree,,,
2047,Middle,Software Development,Singapore,,,,,Full time,Office,,,Bachelor Degree,,,
9219,,,Singapore,,4500,6500,SGD,Full time,,,,Bachelor Degree,,,
11740,Senior,Enterprise Applications,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
99,Middle,DevOps,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
645,Middle,Systems Infrastructure,Singapore,,,,,Full time,,,3,Bachelor Degree,262,ITIL,0
2058,Senior,Network,Singapore,,,,,Full time,,,2,Bachelor Degree,1056,Cisco (CCNA/CCNP/CCIE),1
2058,Senior,Network,Singapore,,,,,Full time,,,2,Bachelor Degree,1057,Cisco (CCNA/CCNP/CCIE),0
2096,Senior,Full Stack Development,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
3837,Senior,.NET,Singapore,,,,,Full time,,,7,Bachelor Degree,1770,Azure,0
3837,Senior,.NET,Singapore,,,,,Full time,,,7,Bachelor Degree,1771,Azure,0
3837,Senior,.NET,Singapore,,,,,Full time,,,7,Bachelor Degree,1772,Azure,0
3837,Senior,.NET,Singapore,,,,,Full time,,,7,Bachelor Degree,1773,AWS,0
3837,Senior,.NET,Singapore,,,,,Full time,,,7,Bachelor Degree,1774,AWS,0
3837,Senior,.NET,Singapore,,,,,Full time,,,7,Bachelor Degree,1775,AWS,0
4047,Middle,Innovation,Singapore,,,,,Contract/Temp,,,3,Bachelor Degree,,,
4569,Middle,Infrastructure,Singapore,,5400,8000,SGD,Full time,Office,,3,Bachelor Degree,2074,ITIL,0
4627,,Digital Strategy,Singapore,,,,,Full time,,,8,Bachelor Degree,,,
5018,,IT Management,Singapore,,,,,Full time,,,10,Bachelor Degree,2243,PMP,0
5018,,IT Management,Singapore,,,,,Full time,,,10,Bachelor Degree,2244,ISC2 (CISSP/CCSP/SSCP),0
5043,Middle,DevOps,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
5113,Senior,Project Management,Singapore,,,,,Full time,,,10,Bachelor Degree,2285,PMP,0
5113,Senior,Project Management,Singapore,,,,,Full time,,,10,Bachelor Degree,2286,PRINCE2,0
5553,Middle,Computer Science,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5581,,3D,Singapore,,,,,Full time,,,,Bachelor Degree,,,
5816,Middle,Xamarin,Singapore,,8000,12000,SGD,Full time,,,,Bachelor Degree,,,
6260,Middle,Java,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
6557,Junior,Artificial Intelligence,Singapore,,,,,Full time,,,,Bachelor Degree,,,
7112,Senior,,Singapore,,,,,Full time,,,15,Bachelor Degree,3171,ISC2 (CISSP/CCSP/SSCP),0
7152,Lead,Full Stack Development,Singapore,,,,,Full time,,,10,Bachelor Degree,,,
7611,Middle,Security,Singapore,,4000,6000,SGD,Full time,Office,,3,Bachelor Degree,,,
8145,Senior,Project Management,Singapore,,6000,8500,SGD,Contract/Temp,,,10,Bachelor Degree,3724,Project Management certification,1
8202,Senior,Project Management,Singapore,,,,,Full time,Office,,5,Bachelor Degree,3763,Cisco (CCNA/CCNP/CCIE),0
8202,Senior,Project Management,Singapore,,,,,Full time,Office,,5,Bachelor Degree,3764,Cisco (CCNA/CCNP/CCIE),0
8455,Senior,Application,Singapore,,,,,Full time,,,7,Bachelor Degree,3907,PMP,0
8916,Senior,APM,Singapore,,,,,Full time,,,10,Bachelor Degree,4047,ITIL,1
9000,Lead,IT Service Management,Singapore,,,,,Full time,,,5,Bachelor Degree,4072,ITIL,0
9000,Lead,IT Service Management,Singapore,,,,,Full time,,,5,Bachelor Degree,4073,ITIL,0
9005,Middle,Digital Product,Singapore,,,,,Full time,,,,Bachelor Degree,,,
9400,Middle,Azure,Singapore,,5000,7500,SGD,Full time,,,3,Bachelor Degree,4219,Azure,1
9400,Middle,Azure,Singapore,,5000,7500,SGD,Full time,,,3,Bachelor Degree,4220,Azure,0
9527,Senior,Cyber Security,Singapore,,,,,Full time,,,14,Bachelor Degree,4314,ISACA (CISA/CISM/CRISC),0
9527,Senior,Cyber Security,Singapore,,,,,Full time,,,14,Bachelor Degree,4315,ISACA (CISA/CISM/CRISC),0
9527,Senior,Cyber Security,Singapore,,,,,Full time,,,14,Bachelor Degree,4316,ISC2 (CISSP/CCSP/SSCP),0
9527,Senior,Cyber Security,Singapore,,,,,Full time,,,14,Bachelor Degree,4317,GIAC,0
9684,Middle,Front End,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
10054,Middle,AWS,Singapore,,,,,Full time,,,3,Bachelor Degree,4560,AWS,0
10060,Middle,IFRS17,Singapore,,,,,Full time,,,,Bachelor Degree,,,
10772,Senior,,Singapore,,3400,4800,SGD,Full time,,,3,Bachelor Degree,,,
12187,Junior,,Singapore,,,,,Full time,,,,Bachelor Degree,,,
12220,Junior,,Singapore,,,,,Full time,,,,Bachelor Degree,,,
12637,,Data Protection,Singapore,,3500,4500,SGD,Full time,,,,Bachelor Degree,,,
12656,Middle,Backend Development,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
12835,Middle,Web and App Development,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
13011,Senior,Backend Development,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
13219,Middle,Computer Engineering/Science,Singapore,,,,,Full time,,,,Bachelor Degree,,,
13452,Middle,Industrial Automation,Singapore,,5000,6000,SGD,Full time,,,3,Bachelor Degree,,,
13460,Senior,UI/UX,Singapore,,5000,7000,SGD,Full time,,,5,Bachelor Degree,,,
14094,Senior,NodeJS,Singapore,,,,,Full time,,,2,Bachelor Degree,6341,AWS,0
14213,Senior,Network Engineering,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
14728,Middle,System Reliability Engineering,Singapore,,,,,Full time,,,,Bachelor Degree,6619,Red Hat (RHCSA/RHCE/RHCA),0
14728,Middle,System Reliability Engineering,Singapore,,,,,Full time,,,,Bachelor Degree,6620,Red Hat (RHCSA/RHCE/RHCA),0
15081,,VR/AR/MR,Singapore,,,,,Contract/Temp,,,,Bachelor Degree,,,
15269,Middle,IT,Singapore,,5500,7000,SGD,Full time,,,5,Bachelor Degree,,,
17386,Middle,Unix,Singapore,,7000,8000,SGD,Contract/Temp,,,2,Bachelor Degree,,,
18153,Middle,Marketing Analytics,Singapore,,3000,4000,SGD,Contract/Temp,,,1,Bachelor Degree,,,
18340,,Cybersecurity,Singapore,,,,,Full time,,,5,Bachelor Degree,8133,ISC2 (CISSP/CCSP/SSCP),1
18340,,Cybersecurity,Singapore,,,,,Full time,,,5,Bachelor Degree,8134,ISACA (CISA/CISM/CRISC),1
18340,,Cybersecurity,Singapore,,,,,Full time,,,5,Bachelor Degree,8135,ISACA (CISA/CISM/CRISC),1
18340,,Cybersecurity,Singapore,,,,,Full time,,,5,Bachelor Degree,8136,ISO 27001,0
18598,Middle,Firmware,Singapore,,,,,Full time,,,,Bachelor Degree,,,
18688,,TypeScript,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
19662,,System Integration,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
20142,Middle,VMware,Singapore,,5400,8000,SGD,Full time,,,3,Bachelor Degree,8947,ITIL,0
20385,Middle,.NET,Singapore,,4500,6500,SGD,Contract/Temp,,,1,Bachelor Degree,,,
20837,Senior,Software Application,Singapore,,,,,Full time,,,8,Bachelor Degree,,,
21046,Lead,Application Management,Singapore,,6000,9000,SGD,Full time,,,7,Bachelor Degree,9322,PMP,0
21046,Lead,Application Management,Singapore,,6000,9000,SGD,Full time,,,7,Bachelor Degree,9323,ITIL,0
21085,Senior,IT Payment Solutions,Singapore,,4800,6000,SGD,Contract/Temp,Office,,3,Bachelor Degree,,,
21430,Junior,.NET,Singapore,,3000,4500,SGD,Full time,,,1,Bachelor Degree,,,
21728,Middle,DevOps,Singapore,,4500,6500,SGD,Full time,,,3,Bachelor Degree,9611,DevOps,0
21728,Middle,DevOps,Singapore,,4500,6500,SGD,Full time,,,3,Bachelor Degree,9612,Automation Testing,0
22085,Senior,EPM Solutions,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
22100,Middle,Mobile,Singapore,,,,,Full time,,,6,Bachelor Degree,,,
22107,Senior,SAP,Singapore,,,,,Full time,,,8,Bachelor Degree,9777,SAP,0
22118,Senior,Security,Singapore,,,,,Full time,,,5,Bachelor Degree,9780,OffSec (OSCP),0
22118,Senior,Security,Singapore,,,,,Full time,,,5,Bachelor Degree,9781,SANS,0
22118,Senior,Security,Singapore,,,,,Full time,,,5,Bachelor Degree,9782,GIAC,0
22307,Middle,Digital Identity,Singapore,,,,,Full time,Office,,2,Bachelor Degree,,,
22468,Middle,Java,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
22597,Senior,Software Development,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
23094,Senior,Government Projects,Singapore,,,,,Full time,,,4,Bachelor Degree,10127,PMP,0
23094,Senior,Government Projects,Singapore,,,,,Full time,,,4,Bachelor Degree,10128,CITPM,0
23470,Senior,Quality Assurance,Singapore,,,,,Full time,,,,Bachelor Degree,,,
24368,Middle,SAP FICO HR,Singapore,,,,,Contract/Temp,,,5,Bachelor Degree,10599,SAP,0
25132,Middle,.NET,Singapore,,,,,Full time,,,4,Bachelor Degree,,,
25701,Senior,Testing & Quality Assurance,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
26377,Lead,Software Engineering,Singapore,,,,,Contract/Temp,Remote,,5,Bachelor Degree,,,
28328,Senior,.NET,Singapore,,,,,Full time,,,,Bachelor Degree,,,
28713,Senior,.NET,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
28717,Senior,DevSecOps,Singapore,,,,,Full time,,,7,Bachelor Degree,12475,AWS,1
28717,Senior,DevSecOps,Singapore,,,,,Full time,,,7,Bachelor Degree,12476,CKAD,1
29414,Middle,Desktop Support,Singapore,,4000,6000,SGD,Full time,,,4,Bachelor Degree,12767,CompTIA (A+/Network+/Linux+/Security+),0
29414,Middle,Desktop Support,Singapore,,4000,6000,SGD,Full time,,,4,Bachelor Degree,12768,Microsoft (except Azure),0
29414,Middle,Desktop Support,Singapore,,4000,6000,SGD,Full time,,,4,Bachelor Degree,12769,Bloomberg Essentials (BESS),0
29521,Senior,Network,Singapore,,4700,7000,SGD,Full time,,,5,Bachelor Degree,12858,Cisco (CCNA/CCNP/CCIE),0
29521,Senior,Network,Singapore,,4700,7000,SGD,Full time,,,5,Bachelor Degree,12859,NetApp NCDA,0
29521,Senior,Network,Singapore,,4700,7000,SGD,Full time,,,5,Bachelor Degree,12860,VCIX6-DCV,0
29647,Senior,Project Management,Singapore,,,,,Full time,,,4,Bachelor Degree,,,
29661,Middle,IT Service Management,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
30044,Middle,Consulting,Singapore,,,,,Full time,,Yes,2,Bachelor Degree,,,
30486,,Data Engineering,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
30589,Senior,Network,Singapore,,,,,Full time,,,,Bachelor Degree,,,
31204,Middle,WEBRTC,Singapore,,5000,7500,SGD,Full time,,,3,Bachelor Degree,,,
31396,Senior,Microsoft .Net,Singapore,,,,,Contract/Temp,,,2,Bachelor Degree,,,
32337,Middle,Cloud,Singapore,,,,,Full time,,No,2,Bachelor Degree,14102,AWS,0
32337,Middle,Cloud,Singapore,,,,,Full time,,No,2,Bachelor Degree,14103,AWS,0
32337,Middle,Cloud,Singapore,,,,,Full time,,No,2,Bachelor Degree,14104,Azure,0
32565,Junior,Sales Operations,Singapore,,,,,Full time,,,1,Bachelor Degree,,,
32577,Junior,React Native,Singapore,,,,,Full time,,,1,Bachelor Degree,,,
32584,Middle,Blockchain,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
32605,Lead,Java,Singapore,,,,,Full time,,,10,Bachelor Degree,,,
32629,Middle,Embedded Systems,Singapore,,,,,Contract/Temp,,,4,Bachelor Degree,,,
32652,Middle,Terraform,Singapore,,,,,Full time,,,5,Bachelor Degree,14227,Hashicorp Certified Terraform Associate,1
32667,Lead,SAP,Singapore,,,,,Full time,,,,Bachelor Degree,14234,PMP,0
32674,,Digital Solutions,Singapore,,,,,Full time,,,10,Bachelor Degree,14237,LEED,0
32674,,Digital Solutions,Singapore,,,,,Full time,,,10,Bachelor Degree,14238,Green Mark,0
32674,,Digital Solutions,Singapore,,,,,Full time,,,10,Bachelor Degree,14239,WELL,0
32674,,Digital Solutions,Singapore,,,,,Full time,,,10,Bachelor Degree,14240,WiredScore,0
32674,,Digital Solutions,Singapore,,,,,Full time,,,10,Bachelor Degree,14241,Cyber Security,0
32713,Middle,Network Security,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
22680,Middle,IT Infrastructure,Singapore,,,,,Full time,,,,Bachelor Degree,,,
7877,Junior,Java,Singapore,,,,,Full time,,,,Bachelor Degree,,,
27342,Senior,JavaScript,Singapore,,,,,Full time,Hybrid,,4,Bachelor Degree,11886,ServiceNow-related certifications,0
10254,,IT Security Operations,Singapore,,,,,Full time,,,3,Bachelor Degree,4657,COBIT,0
10254,,IT Security Operations,Singapore,,,,,Full time,,,3,Bachelor Degree,4658,ISC2 (CISSP/CCSP/SSCP),0
10254,,IT Security Operations,Singapore,,,,,Full time,,,3,Bachelor Degree,4659,ISACA (CISA/CISM/CRISC),0
10254,,IT Security Operations,Singapore,,,,,Full time,,,3,Bachelor Degree,4660,ISACA (CISA/CISM/CRISC),0
10254,,IT Security Operations,Singapore,,,,,Full time,,,3,Bachelor Degree,4661,CITPM,0
10254,,IT Security Operations,Singapore,,,,,Full time,,,3,Bachelor Degree,4662,PMP,0
7320,Junior,Web development,Singapore,,3500,5000,SGD,Full time,,,,Bachelor Degree,,,
31382,Senior,OpenShift,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
7580,Senior,Frontend,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
26298,Lead,SAP ABAP,Singapore,,,,,Full time,,,10,Bachelor Degree,11450,S/4 HANA certification,0
32721,Middle,.NET,Singapore,,,,,Contract/Temp,,,,Bachelor Degree,14266,Microsoft (except Azure),0
3063,Middle,Backend Development,Singapore,,,,,Full time,,,,Bachelor Degree,,,
12059,Middle,Product Management,Singapore,,,,,Contract/Temp,,,2,Bachelor Degree,,,
22604,Middle,.NET,Singapore,,3800,4500,SGD,Full time,,,2,Bachelor Degree,,,
22235,Senior,Frontend,Singapore,,,,,Full time,,,10,Bachelor Degree,,,
5015,Senior,Anaplan,Singapore,,,,,Full time,Hybrid,,5,Bachelor Degree,2242,Anaplan Solution Architect certified,1
24365,Senior,ICT,Singapore,,,,,Full time,,,4,Bachelor Degree,10598,PMP,1
23731,Middle,Search Engine,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
1450,Junior,Business Analysis,Singapore,,3500,5000,SGD,Contract/Temp,,,1,Bachelor Degree,,,
4895,Middle,Project Management,Singapore,,3000,4000,SGD,Contract/Temp,,,1,Bachelor Degree,,,
22398,,,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
28684,Middle,Machine Learning,Singapore,,,,,Full time,,,3,Bachelor Degree,12467,AWS,0
28684,Middle,Machine Learning,Singapore,,,,,Full time,,,3,Bachelor Degree,12468,Kubernetes certification,0
28087,Senior,Core Network,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
5466,Junior,Automation,Singapore,,,,,Full time,,,,Bachelor Degree,,,
4822,,Data Analytics,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
22041,Middle,Big Data,Singapore,,,,,Full time,,,,Bachelor Degree,,,
13138,Middle,SharePoint,Singapore,,,,,Full time,,,2,Bachelor Degree,,,
16509,Middle,Java,Singapore,,,,,Full time,,,3,Bachelor Degree,,,
21020,Lead,Software Development,Singapore,,150000,200000,SGD,Full time,,,3,Bachelor Degree,,,
23205,Junior,User Research,Singapore,,,,,Full time,,,,Bachelor Degree,,,
23922,Lead,Data Engineering,Singapore,,,,,Full time,,,5,Bachelor Degree,10386,Certifications in relevant technologies,0
24955,Lead,Data Engineering,Singapore,,,,,Full time,,,10,Bachelor Degree,,,
32768,Middle,Cloud,Singapore,,8000,9500,SGD,Full time,Hybrid,,3,Bachelor Degree,,,
9884,Senior,IT Support,Singapore,,6500,8000,SGD,Full time,,,10,Bachelor Degree,4491,Microsoft (except Azure),0
9884,Senior,IT Support,Singapore,,6500,8000,SGD,Full time,,,10,Bachelor Degree,4492,Azure,0
9884,Senior,IT Support,Singapore,,6500,8000,SGD,Full time,,,10,Bachelor Degree,4493,Fortinet NSE,0
29408,Senior,C++,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
4594,Senior,Software Development,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
8006,Junior,Utilities & HVAC,Singapore,,,,,Full time,,,,Bachelor Degree,,,
16512,Junior,HVAC,Singapore,,,,,Full time,,,,Bachelor Degree,,,
28604,,,Singapore,,,,,Full time,,,,Bachelor Degree,,,
21709,Senior,Web Development,Singapore,,,,,Full time,,,5,Bachelor Degree,,,
6473,Middle,,Singapore,,2800,3500,SGD,Full time,,,,Certificate,,,
11690,Middle,Data Center Operations,Singapore,,,,,Full time,,,3,College Degree,,,
17279,Senior,"Enterprise Applications, Migration and Modernization",Singapore,,,,,Full time,,,10,,7726,AWS,1
13144,Junior,TechOps,Singapore,,,,,Full time,,,,,,,
32253,Junior,Automation,Singapore,,,,,Contract/Temp,,,,,,,
29050,Junior,IT,Singapore,,,,,Full time,Hybrid,,,,,,
1462,Junior,Smart Home Application,Singapore,,,,,Full time,,,,,,,
12935,Junior,Product Operations,Singapore,,,,,Full time,,,,,,,
11343,Junior,Cloud,Singapore,,,,,Full time,,,,,,,
3320,Senior,NetSuite,Singapore,,,,,Full time,,,7,Degree (Any),,,
4369,Senior,Full stack,Singapore,,,,SGD,Full time,,,3,Degree (Any),,,
5521,Senior,IT Support,Singapore,,7000,8000,SGD,Full time,,,,Degree (Any),2484,Cisco (CCNA/CCNP/CCIE),1
5521,Senior,IT Support,Singapore,,7000,8000,SGD,Full time,,,,Degree (Any),2485,Microsoft (except Azure),1
5521,Senior,IT Support,Singapore,,7000,8000,SGD,Full time,,,,Degree (Any),2486,ITIL,1
5521,Senior,IT Support,Singapore,,7000,8000,SGD,Full time,,,,Degree (Any),2487,Cisco (CCNA/CCNP/CCIE),1
5991,,Technical Writing,Singapore,,4500,6000,SGD,Contract/Temp,,,5,Degree (Any),,,
8795,Middle,.NET,Singapore,,,,,Contract/Temp,,,5,Degree (Any),,,
9737,Senior,BIM,Singapore,,,,,Full time,,,5,Degree (Any),,,
11484,Senior,Product Management,Singapore,,10000,13000,SGD,Full time,,,10,Degree (Any),,,
12114,Middle,Media,Singapore,,4000,6000,SGD,Contract/Temp,,,5,Degree (Any),,,
12198,,,Singapore,,3450,3500,SGD,Contract/Temp,,,,Degree (Any),,,
13126,Middle,Data Science,Singapore,,,,,Contract/Temp,,,5,Degree (Any),,,
15127,Senior,SAP S/4 HANA,Singapore,,,,SGD,Full time,,,5,Degree (Any),,,
16754,Lead,Full Stack,Singapore,,,,SGD,Full time,,,8,Degree (Any),,,
17185,,Data Management,Singapore,,,,,Full time,,,3,Degree (Any),,,
20711,Middle,Data Engineering,Singapore,,,,SGD,Full time,,,4,Degree (Any),,,
21015,Junior,Data Engineering,Singapore,,,,,Full time,,,,Degree (Any),,,
21299,Senior,Cybersecurity,Singapore,,,,SGD,Full time,,,6,Degree (Any),9419,ISC2 (CISSP/CCSP/SSCP),0
21299,Senior,Cybersecurity,Singapore,,,,SGD,Full time,,,6,Degree (Any),9420,CIPP,0
21299,Senior,Cybersecurity,Singapore,,,,SGD,Full time,,,6,Degree (Any),9421,CompTIA (A+/Network+/Linux+/Security+),0
22078,Senior,Networks & Systems Administration,Singapore,,,,,Contract/Temp,,,,Degree (Any),,,
26786,,Digital Solutions,Singapore,,,,,Full time,,,5,Degree (Any),,,
28291,Senior,Network and Communications,Singapore,,,,,Full time,,,6,Degree (Any),12315,PMP,0
28291,Senior,Network and Communications,Singapore,,,,,Full time,,,6,Degree (Any),12316,ISC2 (CISSP/CCSP/SSCP),0
28291,Senior,Network and Communications,Singapore,,,,,Full time,,,6,Degree (Any),12317,Cisco (CCNA/CCNP/CCIE),0
28291,Senior,Network and Communications,Singapore,,,,,Full time,,,6,Degree (Any),12318,HCIE,0
28570,Senior,,Singapore,,,,,Full time,,,5,Degree (Any),,,
28702,,,Singapore,,,,,Full time,,,5,Degree (Any),,,
29473,Senior,Enterprise Architecture,Singapore,,,,,Full time,,,10,Degree (Any),,,
29541,,Health Informatics,Singapore,,3500,5000,SGD,Full time,,,2,Degree (Any),,,
30850,,,Singapore,,6000,8000,SGD,Full time,,,3,Degree (Any),,,
30939,Senior,SAP FICO,Singapore,,,,,Full time,,,8,Degree (Any),,,
31143,Middle,Business Systems Analysis,Singapore,,4000,5200,SGD,Full time,,,,Degree (Any),,,
32680,Middle,Software Quality,Singapore,,,,,Full time,,,3,Degree (Any),,,
7125,Middle,System Administration,Singapore,,,,,Contract/Temp,,,1,Degree (Any),,,
9624,Middle,Metadata,Singapore,,5500,8000,SGD,Full time,,,1,Degree (Any),4363,DAMA,0
9624,Middle,Metadata,Singapore,,5500,8000,SGD,Full time,,,1,Degree (Any),4364,DCAM,0
15821,Junior,.NET,Singapore,,,,,Full time,,,1,Degree (Any),,,
22144,Senior,Transformation,Singapore,,,,,Full time,,,5,Degree (Any),,,
18811,Junior,Web Development,Singapore,,,,,Full time,Office,,3,Degree (Any),,,
3925,Middle,.NET,Singapore,,,,,Full time,,,2,Degree (Any),,,
208,Middle,MS Azure,Singapore,,4000,6000,SGD,Full time,,,,Degree (Any),58,Microsoft (except Azure),0
25432,Middle,DevSecOps,Singapore,,3000,4000,SGD,Full time,,,1,Degree (Any),11078,Microsoft (except Azure),0
21937,Middle,Oracle,Singapore,,,,,Contract/Temp,Office,,3,Degree (Any),,,
7865,Senior,Information Technology,Singapore,,,,,Full time,,,8,Degree (Any),3547,PMP,0
7865,Senior,Information Technology,Singapore,,,,,Full time,,,8,Degree (Any),3548,CITPM,0
9299,Senior,Project Management,Singapore,,,,,Full time,,,8,Degree (Any),4181,PMP,0
9299,Senior,Project Management,Singapore,,,,,Full time,,,8,Degree (Any),4182,CITPM,0
9299,Senior,Project Management,Singapore,,,,,Full time,,,8,Degree (Any),4183,CBAP,0
9304,Senior,Database Administration,Singapore,,,,,Full time,,,2,Degree (Any),,,
10317,Junior,SAP HCM,Singapore,,,,,Full time,,,1,Degree (Any),,,
31361,,Storage,Singapore,,,,,Full time,,,2,Degree (Any),13680,Certification in Storage management,0
31361,,Storage,Singapore,,,,,Full time,,,2,Degree (Any),13681,Certification in NetBackup Administration,0
31361,,Storage,Singapore,,,,,Full time,,,2,Degree (Any),13682,ITIL,0
31557,Middle,Front-End Development,Singapore,,,,,Full time,,,2,Degree (Any),,,
20727,Middle,Data,Singapore,,,,SGD,Full time,,,2,Degree (Any),,,
21311,Middle,HVAC,Singapore,,,,,Full time,,,2,Degree (Any),,,
25361,,Subsea Network,Singapore,,8000,12000,SGD,Full time,,,8,Degree (Any),,,
31889,,,Singapore,,6000,8000,SGD,Full time,,,4,Degree (Any),,,
17231,,,Singapore,,8000,10000,SGD,Full time,,,10,Degree (Any),,,
17347,Middle,,Singapore,,7000,10000,SGD,Full time,,,4,Degree (Any),,,
26706,Senior,Cloud,Singapore,,7000,8000,SGD,Full time,Office,,8,Degree (Any),11620,Cisco (CCNA/CCNP/CCIE),1
10751,,,Singapore,,,,,Full time,,,3,Degree (Any),,,
5499,,,Singapore,,,,,Full time,,,,Degree (Any),2470,ACCA,0
5499,,,Singapore,,,,,Full time,,,,Degree (Any),2471,CPA Singapore,0
17274,,Mastercard,Singapore,,5000,6200,SGD,Full time,,,,Degree (Any),,,
25640,,Mastercard,Singapore,,5000,6200,SGD,Full time,,,,Degree (Any),,,
18243,Senior,Project Management,Singapore,,,,,Contract/Temp,,,2,Degree (Any),,,
7669,Senior,Strategy Planning,Singapore,,5000,7000,SGD,Full time,,,1,Degree (Any),3472,Chartered Accountant,1
12814,Senior,,Singapore,,,,,Full time,,,15,Degree (Any),5743,PMP,0
12814,Senior,,Singapore,,,,,Full time,,,15,Degree (Any),5744,Certified Information Technology Project Manager (CITPM),0
6091,Middle,ServiceNow,Singapore,,4500,6500,SGD,Full time,,,3,Degree (Any),,,
18835,Middle,Java,Singapore,,5000,7000,SGD,Full time,Hybrid,,3,Degree (Any),,,
11632,Middle,Business Intelligence,Singapore,,4500,7000,SGD,Full time,,,3,Degree (Any),,,
31812,Senior,Java,Singapore,,6000,7500,SGD,Contract/Temp,,,4,Degree (Any),,,
5554,Senior,SAP Basis,Singapore,,,,,Full time,,,7,Degree (Any),,,
8513,Middle,Java,Singapore,,5000,7000,SGD,Full time,Hybrid,,3,Degree (Any),,,
10937,Middle,Mobile App Development,Singapore,,5000,6000,SGD,Full time,,,,Degree (Any),,,
11465,Middle,Networks,Singapore,,4000,5500,SGD,Full time,,,2,Degree (Any),5203,J-SOX,0
9206,Senior,Application,Singapore,,5000,7000,SGD,Full time,,,8,Degree (Any),,,
24366,Senior,Application,Singapore,,6000,8000,SGD,Full time,,,8,Degree (Any),,,
19670,,IT Risk,Singapore,,,,,Full time,,,8,Degree (Any),8828,ISACA (CISA/CISM/CRISC),0
19670,,IT Risk,Singapore,,,,,Full time,,,8,Degree (Any),8829,ISC2 (CISSP/CCSP/SSCP),0
19670,,IT Risk,Singapore,,,,,Full time,,,8,Degree (Any),8830,ISACA (CISA/CISM/CRISC),0
8189,Senior,Java,Singapore,,6000,9000,SGD,Contract/Temp,,,5,Degree (Any),,,
22704,Lead,Networks & Systems Administration,Singapore,,,,,Contract/Temp,,,12,Degree (Any),,,
24131,,SAP,Singapore,,,,,Full time,,,8,Degree (Any),,,
28860,Senior,Programme & Project Management,Singapore,,,,,Full time,,,12,Degree (Any),,,
12829,Middle,Java,Singapore,,,,,Full time,,,5,Degree (Any),,,
17126,Lead,ServiceNow,Singapore,,,,,Full time,,,5,Degree (Any),7650,ServiceNow Certified System Administrator,0
17126,Lead,ServiceNow,Singapore,,,,,Full time,,,5,Degree (Any),7651,Certified Implementation Specialist,0
7133,Senior,Java,Singapore,,,,,Full time,,,,Degree (Any),,,
11649,Senior,Java,Singapore,,,,,Full time,,,,Degree (Any),5307,ICT Assessment Certification for Solution Architect or Software Developer by NUS-ISS,0
5873,Senior,IT Management,Singapore,,,,,Full time,,,5,Degree (Any),,,
8218,Senior,Cyber Security,Singapore,,5000,7000,SGD,Full time,Office,,,Degree (Any),,,
1997,,IT Service Desk,Singapore,,,,,Full time,,,3,Degree (Any),1025,ITIL,0
30165,,Service Desk,Singapore,,4000,5000,SGD,Full time,Office,,3,Degree (Any),13169,ITIL,0
1694,Senior,AI,Singapore,,,,,Full time,,,,Degree (Any),,,
13797,Senior,PHP,Singapore,,,,,Full time,,,2,Degree (Any),,,
951,,Software Development,Singapore,,,,,Full time,,,,Degree (Any),,,
