jobid,level,tech_specialisation,country,state,salary_from,salary_to,currency,type,mode,visa_sponsorship,work_experience_years,education_level
17606,Middle,Networks,Singapore,,,,,Full time,,,2,Diploma
17638,Middle,,Singapore,,,,,Full time,,,3,Diploma
17662,Middle,Networks & Systems Administration,Malaysia,,,,,Contract/Temp,,,3,Diploma
17681,Junior,IT Support,Singapore,,,,,Full time,,,1,Diploma
17753,,Java,Malaysia,,4000,6000,MYR,Full time,,,,Diploma
17769,Junior,Computer Hardware,Philippines,,,,,Full time,,,,Diploma
17791,Middle,IT Support,Singapore,,2700,3900,SGD,Contract/Temp,Office,,,Diploma
17930,Middle,Testing,Malaysia,,,,,Contract/Temp,,,,Diploma
17965,,Sales,Hong Kong,,,,,Full time,,,2,Diploma
17999,,Testing,Malaysia,,,,,Contract/Temp,,,,Diploma
18204,Junior,Networks & Systems Administration,Singapore,,,,,Full time,,,1,Diploma
18219,,IT Industry,Hong Kong,,,,,Full time,,,1,Diploma
18237,Senior,Building Services Engineering,Hong Kong,,,,,Full time,,,5,Diploma
18251,Junior,Web Development,Hong Kong,,,,,Full time,,,1,Diploma
18324,,,Singapore,,3000,4000,SGD,Full time,,,1,Diploma
18350,Junior,Electronic Engineering,Hong Kong,,,,,Full time,,,,Diploma
18595,Senior,Microsoft Windows Service,Hong Kong,,,,,Full time,,,5,Diploma
18618,Middle,M365,Singapore,,5500,7000,SGD,Contract/Temp,,,3,Diploma
18651,Middle,Physical Security,Singapore,,,,,Full time,,,2,Diploma
18827,Junior,,Indonesia,,,,,Full time,Office,,,Diploma
18839,Junior,IT Support,Singapore,,,,,Full time,Office,,1,Diploma
18995,Senior,,Hong Kong,,,,,Full time,,,6,Diploma
19025,Middle,IT Support,Singapore,,1800,2500,SGD,Full time,,,,Diploma
19082,Junior,IT Support,Malaysia,,3500,5000,MYR,Full time,Office,,1,Diploma
19154,,IT Support,Australia,NSW,,,,Full time,,,2,Diploma
19216,Senior,Networks & Systems Administration,Malaysia,,,,,Full time,,,1,Diploma
19236,Senior,Systems Administration,Australia,QLD,73767,97164,AUD,Full time,,,,Diploma
19645,Middle,IT Support,Hong Kong,,,,,Full time,,,2,Diploma
19819,Middle,Network,Hong Kong,,,,,Full time,,,3,Diploma
19862,Senior,Building Services Engineering,Hong Kong,,,,,Full time,,,5,Diploma
19908,Junior,Help Desk,Singapore,,2250,2600,SGD,Contract/Temp,,,1,Diploma
19937,Middle,IT Security,Indonesia,,5666667,8500000,IDR,Full time,,,1,Diploma
19975,Junior,Help Desk,Hong Kong,,18000,20000,HKD,Full time,,,1,Diploma
20002,Middle,Project Management,Singapore,,2500,3200,SGD,Contract/Temp,Hybrid,,,Diploma
20007,,IT Support,Hong Kong,,20000,25000,HKD,Full time,,,2,Diploma
20105,,IT Support,Singapore,,2300,2500,SGD,Full time,,,,Diploma
20153,Junior,Testing,Malaysia,,,,,Full time,,,1,Diploma
20173,Middle,Network,Hong Kong,,,,,Full time,,,3,Diploma
20232,Middle,IT Support,Singapore,,,,,Full time,,,1,Diploma
20265,,Java,Hong Kong,,,,,Full time,,,3,Diploma
20501,Junior,IT Support,Hong Kong,,,,,Full time,,,1,Diploma
20512,Junior,IT Support,Hong Kong,,,,,Full time,,,1,Diploma
20533,Middle,Network Infrastructure,Hong Kong,,,,,Full time,,,2,Diploma
20661,Middle,VMWare,Singapore,,,,,Full time,,,2,Diploma
20693,Middle,IT Support,Indonesia,,,,,Full time,,,,Diploma
20740,Middle,Desktop Support,Singapore,,2400,3200,SGD,Contract/Temp,,,,Diploma
20849,Junior,IT,Hong Kong,,,,,Full time,,,2,Diploma
20894,Middle,Sales,Hong Kong,,,,,Full time,,,2,Diploma
20913,Junior,Flutter,Hong Kong,,,,,Full time,,,1,Diploma
20923,Middle,,Hong Kong,,,,,Full time,,,,Diploma
21074,Junior,IT Support,Hong Kong,,28000,,,Contract/Temp,,,,Diploma
21075,Junior,Data Management,Malaysia,,2500,3500,MYR,Contract/Temp,Office,,1,Diploma
21097,Middle,Docebo,Singapore,,2500,3000,SGD,Contract/Temp,,,,Diploma
21152,Middle,Microsoft Windows,Singapore,,,,,Full time,,,3,Diploma
21288,Junior,,Malaysia,,,,,Full time,,,,Diploma
21317,Junior,,Singapore,,2000,2400,SGD,Full time,,,1,Diploma
21330,Middle,AWS,Singapore,,6500,7000,SGD,Contract/Temp,,,7,Diploma
21353,Junior,Windows,Malaysia,,3000,4000,MYR,Full time,,,1,Diploma
21362,Senior,UAT,Singapore,,2500,3200,SGD,Contract/Temp,Hybrid,,,Diploma
21397,,,Singapore,,4000,5000,SGD,Full time,Office,,2,Diploma
21418,Middle,,Indonesia,,,,,Full time,,,2,Diploma
21719,Middle,,Singapore,,3000,3800,SGD,Full time,Office,,2,Diploma
21720,Senior,Data Center,Hong Kong,,,,,Full time,,,3,Diploma
21755,Middle,Network,Hong Kong,,,,,Full time,,,3,Diploma
21842,Senior,Security System,Singapore,,,,,Full time,,,3,Diploma
21905,,,Singapore,,,,,Full time,,,,Diploma
21917,Junior,Laravel,Indonesia,,,,,Contract/Temp,,,,Diploma
21924,,Security,Singapore,,,,,Contract/Temp,,,,Diploma
21951,Junior,IT Support,Hong Kong,,,,,Full time,,,,Diploma
22057,Middle,Networks,Singapore,,,,,Full time,,,2,Diploma
22194,Junior,LAN,Hong Kong,,,,,Full time,,,1,Diploma
22308,Junior,,Hong Kong,,,,,Full time,,,1,Diploma
22317,,Security System,Singapore,,,,,Full time,,,3,Diploma
22320,Middle,Storage,Singapore,,7000,7000,,Full time,,,3,Diploma
22333,Middle,Cloud,Singapore,,,,,Full time,,,1,Diploma
22492,Junior,POS Solution,Singapore,,2500,3600,SGD,Full time,Office,,,Diploma
22506,Junior,Application Support,Hong Kong,,,,,Full time,,,3,Diploma
22631,Middle,Testing,Singapore,,,,,Full time,,,2,Diploma
22645,Junior,IT,Singapore,,,,,Full time,,,,Diploma
22694,,,Singapore,,,,,Full time,,,,Diploma
22709,Middle,IT Support,Hong Kong,,,,,Full time,,,2,Diploma
23069,Middle,Network Operations,Malaysia,,,,,Full time,,,2,Diploma
23107,,SAP,Singapore,,,,,Full time,,,,Diploma
23188,Junior,Networking,Malaysia,,,,,Full time,,,1,Diploma
23456,Junior,COBOL,Hong Kong,,,,,Full time,,,1,Diploma
23474,Junior,IT Application Support,Malaysia,,2000,2800,MYR,Full time,,,2,Diploma
23576,Junior,IT Support,Hong Kong,,,,,Full time,,,1,Diploma
23581,,Data Center Operations,Malaysia,,,,,Full time,,,,Diploma
24030,Middle,IT Support,Indonesia,,,,,Contract/Temp,,,1,Diploma
24103,Middle,Multimedia,Australia,VIC,70000,75000,AUD,Full time,,,3,Diploma
24133,Junior,,Singapore,,2000,3000,SGD,Contract/Temp,,,1,Diploma
24227,Junior,,Malaysia,,2200,2900,MYR,Full time,,,,Diploma
24248,Middle,Project Management,Singapore,,,,,Full time,,,3,Diploma
24251,Junior,Information Technology,Singapore,,,,,Contract/Temp,Office,,,Diploma
24353,Junior,Learning Technology,Singapore,,,,,Contract/Temp,Office,,,Diploma
24464,Senior,Building Services Engineering,Hong Kong,,,,,Full time,,,5,Diploma
24574,,,Singapore,,3500,3500,SGD,Contract/Temp,Office,,,Diploma
24598,Junior,Cloud-based HRMS & ERP,Singapore,,2800,4000,SGD,Full time,,,1,Diploma
24661,Middle,Testing,Malaysia,,,,,Contract/Temp,,,,Diploma
24700,Middle,IT Onboarding,Malaysia,,,,,Full time,,,3,Diploma
24869,Middle,IT Support,Hong Kong,,,,,Full time,,,,Diploma
24878,Junior,IT,Malaysia,,,,,Full time,,,1,Diploma
24902,Junior,,Indonesia,,,,,Full time,,,,Diploma
24968,Junior,IT Support,Hong Kong,,,,,Full time,,,1,Diploma
25064,Middle,Network Infrastructure,Singapore,,,,,Full time,,,2,Diploma
25091,Junior,.NET,Singapore,,4500,6700,SGD,Full time,,,2,Diploma
25104,Junior,Network,Hong Kong,,,,,Full time,,,,Diploma
25109,Junior,Software Support,Malaysia,,2700,3500,MYR,Full time,,,,Diploma
25167,Middle,IT Support,,,27000000,40000000,IDR,Full time,,Yes,1,Diploma
25288,Middle,Data Center Operations,Hong Kong,,,,,Full time,,,3,Diploma
25519,Middle,Networking,Indonesia,,,,,Full time,,,,Diploma
25624,,Navision ERP,Singapore,,4000,5500,SGD,Full time,,,,Diploma
25663,Middle,Healthcare IT,Australia,VIC,,,,Full time,Office,,,Diploma
25693,Junior,IT Support,Malaysia,,,,,Full time,,,,Diploma
25697,Junior,,Malaysia,,,,,Full time,,,,Diploma
25726,Junior,Hardware,Hong Kong,,,,,Full time,,,,Diploma
25787,Junior,Data Centre Operations,Hong Kong,,,,,Full time,,,,Diploma
25926,Middle,IT Support,Singapore,,,,,Full time,,,2,Diploma
25939,Junior,Front End,Indonesia,,,,,Contract/Temp,,,,Diploma
25946,Middle,IT Support,Hong Kong,,,,,Full time,,,3,Diploma
26078,Middle,Frontend Development,Malaysia,,5500,8000,MYR,Full time,,,2,Diploma
26106,Middle,Technical Support,Hong Kong,,23000,27000,HKD,Full time,,,1,Diploma
26150,Middle,Infrastructure,Singapore,,4400,6500,SGD,Full time,,,3,Diploma
26165,Junior,,Singapore,,,,,Full time,,,,Diploma
26184,Middle,Database Development & Administration,Malaysia,,,,,Full time,Hybrid,,2,Diploma
26346,,,Singapore,,,,,Full time,,,,Diploma
26431,,Radio Network Engineering,Hong Kong,,,,,Full time,,,1,Diploma
26471,Junior,IT Support,Hong Kong,,,,,Full time,,,,Diploma
26473,Middle,VIP Support,Singapore,,,,,Full time,,,,Diploma
26614,Junior,IT Support,Singapore,,2200,2500,SGD,Full time,,,,Diploma
26894,Middle,Networks,Singapore,,2500,3500,SGD,Contract/Temp,,,2,Diploma
26935,Junior,Desktop Support,Singapore,,2400,3500,SGD,Contract/Temp,,,1,Diploma
26941,Senior,Building Services Engineering,Hong Kong,,,,,Full time,,,5,Diploma
27008,Junior,EDB Postgres,Indonesia,,,,,Full time,,,1,Diploma
27024,Junior,ERP,Singapore,,,,,Full time,,,1,Diploma
27156,Junior,,Singapore,,2200,2800,SGD,Full time,Remote,,1,Diploma
27168,Junior,IT Support,Singapore,,2000,2400,SGD,Full time,,,1,Diploma
27245,Middle,Full Stack Development,Indonesia,,3500000,5000000,IDR,Full time,,,2,Diploma
27405,Senior,IT Support,Australia,NSW,65000,75000,AUD,Full time,,,3,Diploma
27449,Middle,Web Development,Indonesia,,5500000,6500000,IDR,Contract/Temp,,,,Diploma
27495,Junior,Desktop Support,Singapore,,2300,3300,SGD,Full time,,,1,Diploma
27531,Junior,IT Support,Singapore,,2500,3300,SGD,Contract/Temp,Office,,1,Diploma
27645,Junior,IT Infrastructure,Malaysia,,3000,4000,MYR,Full time,,,1,Diploma
27699,Junior,IT Support,Hong Kong,,,,,Full time,,,2,Diploma
27759,,IT Support,Hong Kong,,,,,Full time,Office,,3,Diploma
27764,Middle,Navision ERP,Singapore,,4000,5500,SGD,Full time,,,,Diploma
27966,Junior,,Singapore,,2800,3100,SGD,Full time,,,1,Diploma
27989,Middle,IT Support,Singapore,,2000,3000,SGD,Full time,Office,,2,Diploma
28040,Middle,,Hong Kong,,,,,Full time,Hybrid,,3,Diploma
28053,Junior,Apple,Malaysia,,2400,3500,MYR,Full time,,,0,Diploma
28060,,Telecommunications,Singapore,,2000,2300,SGD,Full time,,,1,Diploma
28079,Middle,IT Support,Hong Kong,,,,,Full time,,,,Diploma
28085,Middle,IT Support,Singapore,,3000,4000,SGD,Full time,,,2,Diploma
28101,Junior,Business/Systems Analysts,Singapore,,,,,Full time,,,,Diploma
28181,Middle,IT Desktop Support,Indonesia,,,,,Contract/Temp,,,1,Diploma
28195,,,Singapore,,,,,Full time,,,,Diploma
28212,Junior,,Singapore,,2500,3000,SGD,Full time,,,,Diploma
28238,Middle,IT Support,Singapore,,,,,Contract/Temp,,,1,Diploma
28271,Middle,Software Engineer,Malaysia,,4000,5500,MYR,Full time,,,,Diploma
28460,,,Singapore,,2200,3000,SGD,Full time,,,2,Diploma
28462,Senior,IT Management,Malaysia,,,,,Full time,,,2,Diploma
28514,Senior,Networking,Indonesia,,,,,Full time,,,4,Diploma
28549,Middle,,Singapore,,3600,5000,SGD,Full time,,,,Diploma
28581,Middle,Project Management,Singapore,,,,,Contract/Temp,,,,Diploma
28810,Junior,IT Support,Hong Kong,,,,,Full time,,,,Diploma
28821,Middle,IT,New Zealand,,,,,Full time,,,,Diploma
28960,Middle,Help Desk,Singapore,,,,,Contract/Temp,,,1,Diploma
28967,Middle,Payments,Singapore,,,,,Full time,,,,Diploma
29092,Senior,Help Desk,Malaysia,,,,,Full time,,,5,Diploma
29173,Junior,Windows,Hong Kong,,,,,Full time,,,2,Diploma
29263,Middle,Project Management,Malaysia,,,,,Full time,,,2,Diploma
29283,Junior,IT Support,Malaysia,,,,,Full time,,,,Diploma
29284,Middle,Telecommunication,Malaysia,,,,,Contract/Temp,,,,Diploma
29388,,,Hong Kong,,,,,Full time,Office,,1,Diploma
29404,Junior,Administration,Malaysia,,,,,Full time,,,,Diploma
29424,Junior,IT,Hong Kong,,,,,Full time,,,1,Diploma
29450,Middle,,Singapore,,,,,Full time,,,,Diploma
29451,,,Singapore,,,,,Contract/Temp,,,1,Diploma
29540,Middle,Healthcare IT,Singapore,,3400,5000,SGD,Full time,,,,Diploma
29576,Junior,IT Support,Hong Kong,,,,,Full time,,,1,Diploma
29580,Middle,,Singapore,,3000,4500,SGD,Full time,,,1,Diploma
29779,Junior,,Hong Kong,,,,,Full time,,,0,Diploma
29833,,Microsoft,Hong Kong,,22000,28000,HKD,Full time,,,5,Diploma
29841,Junior,IT Support,Indonesia,,,,,Full time,,,2,Diploma
29865,Senior,Networking,Indonesia,,,,,Full time,,,,Diploma
29942,Middle,System Integration,Singapore,,3500,5000,SGD,Full time,,,3,Diploma
29979,Middle,IT Support,Hong Kong,,,,,Full time,,,2,Diploma
30021,Middle,,Singapore,,,,,Full time,,,2,Diploma
30207,Junior,,Indonesia,,5000000,6000000,IDR,Contract/Temp,,,1,Diploma
30275,,,Hong Kong,,,,,Full time,,,,Diploma
30430,Junior,JavaScript,Malaysia,,4000,5500,MYR,Full time,,,3,Diploma
30431,Middle,Software Support,Singapore,,,,,Full time,,,3,Diploma
30460,,Unified Communications,Singapore,,2200,3300,SGD,Full time,,,2,Diploma
30621,Junior,Network Project Management,Singapore,,2700,3200,SGD,Full time,,,,Diploma
30772,Junior,IT Support,Hong Kong,,,,,Full time,,,1,Diploma
30840,Senior,IT Support,Hong Kong,,,,,Full time,,,3,Diploma
30853,Junior,PHP,Indonesia,,,,,Full time,Office,,1,Diploma
30856,Junior,IT Support,Hong Kong,,,,,Full time,,,2,Diploma
30890,Middle,Cybersecurity,Singapore,,4500,5500,SGD,Full time,,,2,Diploma
30917,Middle,WMS,Singapore,,4700,7000,SGD,Full time,,,2,Diploma
30923,Middle,Networks & Systems Administration,Singapore,,3000,4000,SGD,Full time,,,2,Diploma
30941,Junior,IT Support,Hong Kong,,,,,Full time,,,1,Diploma
30944,Junior,,Hong Kong,,,,,Full time,,,1,Diploma
30947,Junior,Data Centre Operations,Hong Kong,,,,,Full time,,,2,Diploma
30971,,Technical Support,Hong Kong,,18000,22000,HKD,Full time,,,2,Diploma
30991,,,Malaysia,,6000,7500,MYR,Contract/Temp,,,2,Diploma
31015,Middle,Networks & Systems Administration,Malaysia,,,,,Contract/Temp,,,1,Diploma
31030,Senior,Cloud,Singapore,,7000,9000,SGD,Full time,,,3,Diploma
31114,Junior,IT Support,Indonesia,,,,,Full time,Office,,1,Diploma
31182,Middle,Flutter,Hong Kong,,,,,Full time,Office,,1,Diploma
31242,Junior,Linux,Singapore,,3500,5000,SGD,Full time,,,,Diploma
31287,Middle,IT,Singapore,,2500,3500,SGD,Full time,,,2,Diploma
31346,Middle,IT Support,Hong Kong,,33000,33000,,Contract/Temp,,,2,Diploma
31482,,IT Support,Hong Kong,,,,,Full time,,,3,Diploma
31610,Senior,AR/VR,Singapore,,,,,Full time,Hybrid,,,Diploma
31721,Junior,IT Operations,Singapore,,,,,Full time,,,,Diploma
31735,,IT Support,Singapore,,2300,2500,SGD,Full time,Office,,,Diploma
31832,Middle,,Hong Kong,,,,,Full time,,,3,Diploma
31874,Senior,Linux Operating System,Singapore,,3000,4500,SGD,Full time,,,2,Diploma
31908,Middle,IT Support,Singapore,,2200,2500,SGD,Contract/Temp,Office,,,Diploma
31949,,,Hong Kong,,,,,Contract/Temp,,,1,Diploma
31950,,Project Management,Singapore,,2500,3200,SGD,Contract/Temp,Hybrid,,,Diploma
31986,,Oracle NetSuite,Singapore,,3000,3000,,Full time,,,,Diploma
31994,,Software Development,Hong Kong,,,,,Full time,,,,Diploma
32018,Middle,Storage,Singapore,,7000,,,Full time,,,3,Diploma
32040,Junior,Help Desk & IT Support,Singapore,,2400,2600,SGD,Full time,,,,Diploma
32135,Middle,,Singapore,,3000,4500,SGD,Full time,,,2,Diploma
32224,Junior,,Malaysia,,2800,3000,MYR,Full time,,,1,Diploma
32244,Middle,Networks,Singapore,,4000,5000,SGD,Contract/Temp,,,2,Diploma
32264,Junior,Technical Support,Indonesia,,,,,Full time,Office,,,Diploma
32280,Middle,Windows,Singapore,,,,,Full time,,,,Diploma
32291,Middle,IT Support,Hong Kong,,,,,Full time,,,3,Diploma
32305,,,Singapore,,,,,Full time,,,2,Diploma
32354,Senior,Business & IT,Singapore,,2500,3200,SGD,Full time,Hybrid,,,Diploma
32483,Junior,,Singapore,,3500,4000,SGD,Full time,Hybrid,,,Diploma
32497,Middle,.NET,Indonesia,,,,,Full time,,,,Diploma
32578,Middle,Microsoft Windows,Hong Kong,,,,,Full time,Office,,3,Diploma
32708,Junior,Management,Singapore,,,,,Full time,,,,Diploma
10274,Middle,Linux,Indonesia,,,,,Contract/Temp,Office,,,Diploma
20734,Middle,Fullstack,Indonesia,,,,,Full time,Office,,1,Diploma
22478,Junior,Cybersecurity,Indonesia,,,,,Full time,,,,Diploma
15923,Middle,Quality Assurance,Indonesia,,5500000,6500000,IDR,Full time,,,1,Diploma
14633,Middle,Network Administration,Indonesia,,,,,Full time,Office,,1,Diploma
4691,Middle,Web Development,Indonesia,,,,,Full time,,,1,Diploma
32489,Junior,IT Support,Indonesia,,,,,Full time,,,1,Diploma
15167,,PHP,Indonesia,,,,,Full time,,,,Diploma
8582,,Sales,Indonesia,,,,,Full time,,,1,Diploma
20668,Senior,Network,Singapore,,5500,8000,SGD,Full time,Office,,5,Diploma
28451,Middle,,Indonesia,,,,,Contract/Temp,,,,Diploma
31427,Junior,IT Support,Malaysia,,3400,5000,MYR,Full time,,,,Diploma
5652,Junior,IT Support,Malaysia,,2200,3000,MYR,Full time,,,1,Diploma
5960,Middle,Solution Architecture,Malaysia,,,,,Contract/Temp,,,,Diploma
28443,Middle,,Malaysia,,,,,Full time,,,2,Diploma
12597,Middle,IT Support,Malaysia,,,,,Contract/Temp,,,2,Diploma
32411,Middle,Network Quality and Customer Experience Assurance,Hong Kong,,,,,Full time,,,,Diploma
32804,Junior,Laravel,Indonesia,,,,,Full time,Office,,1,Diploma
31404,Middle,Java,Indonesia,,,,,Full time,,,3,Diploma
20819,Middle,PHP,Indonesia,,,,,Full time,,,3,Diploma
32406,Senior,Linux,Singapore,,5000,7000,SGD,Full time,,,5,Diploma
31244,Middle,IT Service Management,Malaysia,,3300,3500,MYR,Contract/Temp,,,5,Diploma
2817,Middle,Network,Singapore,,4000,6000,SGD,Full time,,,4,Diploma
12983,Junior,IT Support,Indonesia,,,,,Full time,,,1,Diploma
15702,,IT Support,Singapore,,,,,Full time,,,2,Diploma
22220,Junior,Javascript,Indonesia,,5000000,7500000,IDR,Full time,,,1,Diploma
29138,Junior,IT Support,Indonesia,,,,,Contract/Temp,,,,Diploma
29893,Middle,IT Systems,Singapore,,,,,Full time,,,2,Diploma
19403,Junior,Automation,Malaysia,,4000,6000,MYR,Full time,,,,Diploma
2984,Middle,O365,Hong Kong,,,,,Full time,,,,Diploma
12294,,,Malaysia,,,,,Full time,,,2,Diploma
26669,Middle,Project Management,Singapore,,4000,5000,SGD,Full time,Office,,3,Diploma
20452,Senior,AS400,Malaysia,,60,,MYR,Full time,,,3,Diploma
20470,Middle,EBS,Malaysia,,60,,MYR,Full time,,,4,Diploma
2922,Middle,Java,Malaysia,,3000,4500,MYR,Full time,,,2,Diploma
22865,,Application Support,Malaysia,,,,,Full time,,,2,Diploma
6050,Junior,C#,Hong Kong,,18000,45000,HKD,Full time,Office,,,Diploma
32194,Middle,Telecommunications,Hong Kong,,,,,Full time,,,3,Diploma
4395,Middle,IT Support,Hong Kong,,,,,Full time,,,1,Diploma
225,Middle,SAP,Singapore,,3200,4800,SGD,Full time,,,3,Diploma
672,Junior,Maritime,Singapore,,4000,6000,SGD,Full time,,,1,Diploma
4568,Middle,Networks,Singapore,,6000,8000,SGD,Full time,,,5,Diploma
4869,,,Hong Kong,,25000,27000,HKD,Full time,,,,Diploma
6310,Middle,Microsoft Dynamics NAV,Hong Kong,,,,,Full time,,,3,Diploma
7496,Senior,Java,Hong Kong,,,,,Full time,,,1,Diploma
7540,Middle,Project Management,Singapore,,,,,Full time,,,3,Diploma
9214,Middle,JIRA & Windchill,Singapore,,4000,4500,SGD,Full time,,,2,Diploma
9528,Middle,Java,Hong Kong,,,,,Full time,,,,Diploma
11794,Middle,IT Support,Hong Kong,,25000,27000,HKD,Full time,,,,Diploma
11819,Middle,PLC,Singapore,,,,,Full time,,,,Diploma
15629,Junior,Security System,Singapore,,2000,2800,SGD,Full time,,,,Diploma
16618,Senior,Java,Hong Kong,,,,,Full time,,,3,Diploma
17180,Middle,Jira and Windchill,Singapore,,3000,4500,SGD,Full time,Office,,3,Diploma
18776,Middle,SAP,Singapore,,3500,4500,SGD,Contract/Temp,Office,,,Diploma
21035,Junior,IT Support,Hong Kong,,,,,Full time,,,2,Diploma
25598,,IT Support,Hong Kong,,25000,35000,HKD,Full time,,,,Diploma
26207,,Cisco ACI,Singapore,,4800,7200,SGD,Contract/Temp,Office,,,Diploma
32169,Middle,Windows,Malaysia,,,,,Full time,,,1,Diploma
2008,Junior,,Singapore,,4000,5000,SGD,Full time,,,1,Diploma
18139,Middle,Operations,Singapore,,,,,Full time,,,2,Diploma
21742,Senior,Network,Hong Kong,,,,,Full time,,,1,Diploma
419,Senior,Unix/Linux,Hong Kong,,,,,Full time,,,3,Diploma
15879,Senior,Servers,Hong Kong,,,,,Full time,,,1,Diploma
9868,Middle,IT Support,Hong Kong,,,,,Full time,,,,Diploma
16876,Junior,Mobile,Hong Kong,,35000,35000,HKD,Full time,,,2,Diploma
14189,Middle,Jira,Singapore,,3000,4500,SGD,Full time,,,3,Diploma
31401,,Jira & Windchill,Singapore,,3000,4500,SGD,Full time,Office,,3,Diploma
11758,Middle,IT Infrastructure,Singapore,,,,,Full time,,,2,Diploma
11556,Junior,IT Support,Malaysia,,3000,4500,MYR,Full time,,,1,Diploma
31501,Senior,O365,Singapore,,,,,Full time,,,,Diploma
4059,Middle,Full Stack Development,Malaysia,,,,,Full time,,,3,Diploma
13331,Middle,,Singapore,,,,,Full time,,,4,Diploma
8261,Middle,C#,Singapore,,5500,5800,SGD,Full time,Office,,2,Diploma
8091,Middle,Net Core,Singapore,,4000,5850,SGD,Contract/Temp,Office,,2,Diploma
8258,Middle,.NET,Singapore,,5000,5850,SGD,Contract/Temp,Office,,2,Diploma
8453,Middle,.NET,Singapore,,,,,Full time,,,2,Diploma
21570,Middle,.NET,Singapore,,3900,5850,SGD,Contract/Temp,Office,,2,Diploma
9613,,Angular,Singapore,,5000,6000,SGD,Contract/Temp,,,4,Diploma
7916,Senior,.NET,Malaysia,,,,,Full time,,,5,Diploma
1313,,Digital Transformation,Malaysia,,,,,Full time,,,5,Diploma
13059,Middle,Network Operations,Singapore,,,,,Contract/Temp,,,,Diploma
6705,Middle,React,Singapore,,4500,6500,SGD,Full time,,,,Diploma
6822,Middle,.NET,Singapore,,5700,8500,SGD,Full time,Office,,,Diploma
8917,,.NET,Singapore,,,,,Full time,,,3,Diploma
13240,Senior,Ethical Hacking,Malaysia,,16000,18000,MYR,Full time,,,,Diploma
12708,Senior,,Malaysia,,,,,Full time,,,2,Diploma
16909,Middle,IT Support,Hong Kong,,,,,Full time,,,2,Diploma
28550,Junior,,Singapore,,3200,4200,SGD,Full time,,,1,Diploma
23028,Middle,Networks & Systems Administration,Malaysia,,3000,4000,MYR,Full time,,,1,Diploma
13430,Middle,Networks,Singapore,,4800,5300,SGD,Full time,,,,Diploma
9309,Middle,Data Analysis,Singapore,,,,,Full time,,,3,Diploma
397,Middle,React Native,Malaysia,,,,,Full time,,,,Diploma
29375,Middle,ReactJS,Malaysia,,,,,Full time,,,2,Diploma
12291,Middle,Web Development,Malaysia,,3000,3500,MYR,Contract/Temp,,,3,Diploma
4314,Middle,Networks & Systems Administration,Singapore,,3800,5000,SGD,Contract/Temp,Office,,3,Diploma
24174,Middle,ASP.NET,Malaysia,,,,,Full time,,,2,Diploma
4299,Middle,Networks & Systems Administration,Singapore,,3800,5000,SGD,Contract/Temp,Office,,3,Diploma
4342,Middle,Networks & Systems Administration,Singapore,,3800,5000,SGD,Full time,Office,,3,Diploma
24253,Middle,MSSQL,Singapore,,,,,Contract/Temp,,,3,Diploma
5206,Middle,Desktop Support,Singapore,,,,,Full time,,,2,Diploma
11128,Middle,SAP,Singapore,,3500,4500,SGD,Full time,,,3,Diploma
24355,Middle,,Singapore,,3500,5000,SGD,Full time,,,3,Diploma
29372,Junior,IT Operations,Singapore,,,,,Full time,,,1,Diploma
14548,Middle,Java,Singapore,,,,,Full time,,,2,Diploma
25436,Middle,.NET,Indonesia,,,,,Full time,,,3,Diploma
8809,Lead,Microsoft Office 365,Singapore,,4000,5700,SGD,Full time,,,5,Diploma
18638,,Networks & Systems Administration,Malaysia,,,,,Full time,,,2,Diploma
32611,Middle,Azure,Singapore,,,,,Casual/Vacation,,,5,Diploma
9970,Middle,IT Support,Hong Kong,,25000,27000,HKD,Full time,,,,Diploma
29761,Junior,Security,Singapore,,4000,5000,SGD,Full time,,,1,Diploma
695,Middle,Windows,Singapore,,4000,5000,SGD,Full time,,,6,Diploma
14091,Middle,Windows,Singapore,,5000,5500,SGD,Full time,,,6,Diploma
9574,Senior,Microsoft Exchange,Hong Kong,,,,,Full time,,,6,Diploma
1170,,Networks & Systems Administration,Singapore,,,,,Full time,,,2,Diploma
15754,Middle,IT Support,Singapore,,2800,3500,SGD,Full time,Office,,,Diploma
5111,Middle,IT Operations,Singapore,,,,,Full time,,,2,Diploma
18884,Junior,Java,Hong Kong,,,,,Full time,,,1,Diploma
24414,,Sunsystems,Indonesia,,4500000,6000000,IDR,Full time,,,1,Diploma
28856,Junior,SunSystems,Malaysia,,,,,Contract/Temp,,,1,Diploma
17783,Middle,Software Development,Malaysia,,,,,Full time,Remote,,,Diploma
24890,Middle,Software Engineering,Malaysia,,4000,5000,MYR,Full time,,,,Diploma
3814,Middle,Java,Hong Kong,,,,,Full time,,,3,Diploma
8162,Junior,Java,Hong Kong,,,,,Full time,,,,Diploma
20136,Middle,Java,Hong Kong,,,,,Full time,,,,Diploma
20656,Middle,System Support,Hong Kong,,,,,Full time,,,4,Diploma
27850,Middle,IT Security,Hong Kong,,,,,Full time,,,1,Diploma
26347,Middle,IT Support,Hong Kong,,,,,Full time,,,5,Diploma
28667,Junior,IT Support,Hong Kong,,,,,Full time,,,,Diploma
31880,Junior,IT Support,Hong Kong,,,,,Full time,,,,Diploma
2711,Senior,Mobile iOS / Android,Hong Kong,,,,,Full time,,,2,Diploma
6224,,,Malaysia,,3000,4500,MYR,Full time,,,1,Diploma
