jobid,level,tech_specialisation,country,state,salary_from,salary_to,currency,type,mode,visa_sponsorship,work_experience_years,education_level
311,Junior,Finance,Malaysia,,,,,Full time,,,,Bachelor Degree
312,Middle,IT Support,Philippines,,,,,Full time,Hybrid,,,Bachelor Degree
315,Middle,NetSuite,Philippines,,,,,Full time,,,,Bachelor Degree
317,Middle,Python,Singapore,,,,,Full time,,,3,Bachelor Degree
318,,Workday,Philippines,,,,,Full time,Hybrid,,4,Bachelor Degree
319,Junior,IT Engineer,Singapore,,,,,Full time,,,2,Bachelor Degree
321,,Data Engineering & Analytics,Singapore,,,,,Full time,,,7,Bachelor Degree
325,Junior,Information Technology,Philippines,,,,,Full time,,,,Bachelor Degree
326,Junior,,Philippines,,,,,Full time,,,,Bachelor Degree
328,Middle,Low-Code Development,Indonesia,,,,,Full time,,,,Bachelor Degree
331,Senior,Mobile Development,Indonesia,,5000000,7500000,IDR,Contract/Temp,,,7,Bachelor Degree
333,Middle,UI/UX,Indonesia,,4000000,6000000,IDR,Contract/Temp,,,7,Bachelor Degree
336,Middle,Python,Singapore,,4000,6000,SGD,Full time,,,2,Bachelor Degree
339,Senior,Business Analysis,Thailand,,,,,Full time,Office,,7,Bachelor Degree
345,,,Australia,QLD,,,,Full time,Hybrid,,,Bachelor Degree
346,Middle,Incident Management,Philippines,,60000,70000,PHP,Full time,,,4,Bachelor Degree
348,Senior,Cybersecurity,Thailand,,,,,Full time,,,7,Bachelor Degree
349,Junior,Service Desk,Philippines,,35000,45000,PHP,Full time,,,2,Bachelor Degree
351,Middle,Machine Vision,Singapore,,3800,5000,SGD,Full time,Office,,,Bachelor Degree
355,Middle,Oracle EBS,Hong Kong,,50000,60000,,Full time,,,5,Bachelor Degree
356,Middle,,Hong Kong,,45000,,,Full time,,,5,Bachelor Degree
358,Middle,,Hong Kong,,40000,40000,,Full time,,,4,Bachelor Degree
362,Middle,Project Management,Philippines,,,,,Full time,,,5,Bachelor Degree
363,,IT Application Support,Indonesia,,,,,Full time,,,3,Bachelor Degree
366,,Security,Singapore,,4500,6000,SGD,Full time,,,,Bachelor Degree
367,Junior,.NET,Malaysia,,700,900,MYR,Contract/Temp,Remote,,,Bachelor Degree
368,Senior,Quality Assurance,Thailand,,,,,Full time,,,8,Bachelor Degree
369,Junior,,Thailand,,,,,Full time,,,0,Bachelor Degree
371,Middle,IT,Singapore,,4600,6800,SGD,Full time,,,3,Bachelor Degree
373,Middle,Security,Indonesia,,6000000,9000000,IDR,Contract/Temp,,,3,Bachelor Degree
374,Middle,IT,Philippines,,35000,47000,PHP,Full time,Office,,5,Bachelor Degree
375,Senior,AI,Hong Kong,,20000,30000,HKD,Full time,,,1,Bachelor Degree
378,Senior,Architecture,Indonesia,,,,,Full time,,,5,Bachelor Degree
380,Middle,Business Analysis,Philippines,,,,,Full time,,,3,Bachelor Degree
386,Middle,.NET,Philippines,,100000,120000,PHP,Full time,Hybrid,,3,Bachelor Degree
388,,,Indonesia,,,,,Full time,,,,Bachelor Degree
391,Junior,System Implementation,Malaysia,,,,,Full time,,,,Bachelor Degree
394,Senior,,Malaysia,,,,,Full time,,,2,Bachelor Degree
396,Middle,Software Development,Malaysia,,,,,Full time,,,5,Bachelor Degree
398,Junior,IT,Malaysia,,,,,Full time,,,1,Bachelor Degree
400,Middle,Property Technology,Malaysia,,,,,Full time,,,2,Bachelor Degree
401,Senior,Software Development,Philippines,,,,,Full time,,,4,Bachelor Degree
408,Senior,Software Solutions,Thailand,,,,,Full time,,,8,Bachelor Degree
409,Senior,Software Solutions,Thailand,,,,,Full time,,,7,Bachelor Degree
410,Middle,Cisco,Singapore,,4000,5200,SGD,Full time,,,3,Bachelor Degree
416,Junior,Python,Philippines,,,,,Contract/Temp,Remote,,,Bachelor Degree
425,Senior,Project Management,Hong Kong,,,,HKD,Contract/Temp,,,8,Bachelor Degree
432,Senior,Enterprise Architecture,Philippines,,,,,Full time,,,5,Bachelor Degree
434,,Supply Chain Management,Philippines,,,,,Full time,,,4,Bachelor Degree
438,Senior,Automation Anywhere,Philippines,,,,,Full time,Hybrid,,,Bachelor Degree
440,Senior,Data Center Integration Solution,Thailand,,,,,Full time,,,8,Bachelor Degree
441,Senior,Core Network,Thailand,,,,,Full time,,,5,Bachelor Degree
447,Middle,Angular,Australia,NSW,80000,120000,AUD,Part time,Remote,,3,Bachelor Degree
449,,Compliance,Australia,NSW,,,,Full time,,,,Bachelor Degree
455,Middle,Microsoft Windows Server,Australia,WA,100000,,AUD,Full time,,,5,Bachelor Degree
467,Middle,Backend Development,Philippines,,60000,80000,PHP,Full time,Hybrid,,,Bachelor Degree
471,Senior,IT Operations,Australia,VIC,180000,180000,AUD,Full time,,,10,Bachelor Degree
473,,Payments,Australia,NSW,,,,Full time,,,,Bachelor Degree
476,Senior,Security Operations and Architecture,Australia,NSW,180000,200000,AUD,Full time,Hybrid,,,Bachelor Degree
477,Senior,Cloud Security,Australia,ACT,,,,Full time,,,10,Bachelor Degree
480,Middle,Technical Writing (Information & Communication Technology),Australia,WA,,,,Full time,Office,,,Bachelor Degree
483,Middle,,Australia,WA,,,,Full time,Office,,,Bachelor Degree
488,Middle,Database Administration,Malaysia,,,,,Full time,,,,Bachelor Degree
491,Middle,Python,Australia,NSW,,,,Full time,Hybrid,,5,Bachelor Degree
493,,,Hong Kong,,,,,Full time,,,7,Bachelor Degree
494,Senior,UNIX,Philippines,,60000,80000,PHP,Contract/Temp,Hybrid,,2,Bachelor Degree
495,Senior,Architecture,Singapore,,,,,Full time,,,3,Bachelor Degree
499,Middle,ERP,Philippines,,30000,50000,PHP,Full time,Office,,2,Bachelor Degree
500,Senior,Architecture,Singapore,,,,,Full time,,,3,Bachelor Degree
502,,Ecommerce,Thailand,,,,,Full time,,,3,Bachelor Degree
506,,,Hong Kong,,45000,,HKD,Contract/Temp,Remote,,3,Bachelor Degree
517,Senior,Project Management,Australia,NSW,,,,Full time,Hybrid,,8,Bachelor Degree
522,Junior,Project Management,Hong Kong,,80,110,HKD,Contract/Temp,,,,Bachelor Degree
523,Senior,ICT,Australia,SA,,,,Full time,,,,Bachelor Degree
526,Senior,Java,Singapore,,,,,Full time,,,5,Bachelor Degree
529,Senior,HubSpot,Philippines,,90000,100000,PHP,Full time,Remote,,2,Bachelor Degree
532,Middle,IT Support,Hong Kong,,,,,Full time,,,,Bachelor Degree
533,Middle,Java,Hong Kong,,,,,Full time,,,4,Bachelor Degree
535,,Automation,Malaysia,,6000,8000,MYR,Full time,,,,Bachelor Degree
537,Middle,IT Governance,Singapore,,,,,Full time,,,4,Bachelor Degree
538,Senior,Azure,Malaysia,,,,,Full time,,,6,Bachelor Degree
539,Middle,IT Support,Singapore,,3500,5000,SGD,Full time,,,,Bachelor Degree
542,Middle,System Analysis,Hong Kong,,,75000,,Full time,,,6,Bachelor Degree
544,Senior,Digital Technologies,Singapore,,6000,12000,SGD,Full time,Office,,10,Bachelor Degree
549,Middle,IT Support,Indonesia,,,,,Full time,,,3,Bachelor Degree
551,Middle,Automation,Australia,VIC,,,,Full time,Hybrid,,5,Bachelor Degree
553,Middle,MSSQL,Thailand,,,,,Full time,,,3,Bachelor Degree
554,Senior,Java,Singapore,,9000,13000,SGD,Full time,Hybrid,,5,Bachelor Degree
558,Middle,Linux/Windows,Philippines,,,,,Full time,Office,,2,Bachelor Degree
560,Middle,Pricing Operations,Thailand,,,,,Full time,,,5,Bachelor Degree
562,Middle,Microsoft Dynamics NAV,Indonesia,,,,,Full time,,,2,Bachelor Degree
566,Junior,Java,Hong Kong,,,,,Full time,,,1,Bachelor Degree
567,Junior,Hardware,Philippines,,,,,Full time,Office,,1,Bachelor Degree
575,Senior,Programme & Project Management,Australia,NSW,,,,Full time,,,6,Bachelor Degree
578,Middle,PHP,Indonesia,,6000000,8500000,IDR,Contract/Temp,,,2,Bachelor Degree
579,Middle,Systems Analysis,Philippines,,,,,Contract/Temp,,,4,Bachelor Degree
582,Junior,,Philippines,,35000,50000,PHP,Full time,Office,,1,Bachelor Degree
583,Senior,Microsoft Power Platform,Australia,VIC,180000,190000,AUD,Full time,Remote,No,10,Bachelor Degree
589,Middle,Automation Testing,Malaysia,,4000,6000,MYR,Full time,,,,Bachelor Degree
591,,Data Science,Malaysia,,,,,Full time,,,,Bachelor Degree
600,Middle,IT Support,Philippines,,60000,70000,PHP,Full time,Office,,,Bachelor Degree
601,Middle,PHP,Malaysia,,4000,6000,MYR,Full time,,,2,Bachelor Degree
604,Middle,Enterprise Technology,Philippines,,,,,Contract/Temp,,,2,Bachelor Degree
607,Lead,Automation Testing,Philippines,,85000,125000,PHP,Full time,,,3,Bachelor Degree
609,Middle,DevOps,Singapore,,,,,Full time,,,,Bachelor Degree
610,Middle,IT Project Management,Philippines,,100000,130000,PHP,Full time,Hybrid,,3,Bachelor Degree
612,Junior,Computer Science,Philippines,,,,,Full time,Office,,1,Bachelor Degree
615,,Cyber Security,Indonesia,,,,,Full time,,,2,Bachelor Degree
620,,IT Support,Australia,WA,80000,100000,AUD,Full time,Hybrid,,2,Bachelor Degree
621,Middle,Software,Singapore,,4000,6000,SGD,Full time,,,5,Bachelor Degree
622,Middle,IT Support,Hong Kong,,,,HKD,Full time,,,3,Bachelor Degree
626,Middle,Axxonsoft,Hong Kong,,25000,32000,HKD,Full time,,,3,Bachelor Degree
631,Senior,,Indonesia,,,,,Full time,,,,Bachelor Degree
632,Middle,MES (Manufacture Execution System),Indonesia,,,,,Full time,,,2,Bachelor Degree
635,Middle,Java,Indonesia,,,,,Full time,,,3,Bachelor Degree
638,Middle,Web Development,Singapore,,,,,Full time,,,3,Bachelor Degree
640,Middle,,Indonesia,,8000000,10000000,IDR,Contract/Temp,,,,Bachelor Degree
642,Middle,Networking,Hong Kong,,,,,Full time,Office,,5,Bachelor Degree
646,Middle,Cocos,Malaysia,,,,USD,Full time,,,1,Bachelor Degree
649,Junior,Network,Indonesia,,5000000,5200000,IDR,Full time,,,,Bachelor Degree
650,,M365,Hong Kong,,,,,Full time,,,,Bachelor Degree
651,Middle,,Philippines,,35000,50000,PHP,Contract/Temp,Office,,2,Bachelor Degree
652,Junior,Project Management,Indonesia,,,,,Full time,,,1,Bachelor Degree
658,Senior,Mobile App Development,Malaysia,,10000,12000,MYR,Full time,,,5,Bachelor Degree
660,Senior,Transmission Products,Philippines,,35000,50000,PHP,Full time,,,2,Bachelor Degree
661,Junior,Product Management,Indonesia,,,,,Full time,,,,Bachelor Degree
663,,,Hong Kong,,,,,Full time,,,,Bachelor Degree
666,Senior,iOS,Hong Kong,,,,,Full time,,,4,Bachelor Degree
667,Senior,Android,Hong Kong,,,,,Full time,,,4,Bachelor Degree
668,Senior,IAM,Hong Kong,,,,,Full time,,,5,Bachelor Degree
670,Junior,Technical Support,Philippines,,,,,Full time,,,2,Bachelor Degree
676,Senior,Nginx,Singapore,,,,,Full time,,,5,Bachelor Degree
678,Middle,Technical Writing,Malaysia,,8000,12000,MYR,Full time,,,,Bachelor Degree
679,Senior,LabVIEW,Australia,NSW,,,,Full time,,,5,Bachelor Degree
680,Senior,C#,Hong Kong,,,,,Full time,,,5,Bachelor Degree
683,Middle,IT Support,Indonesia,,5000000,7000000,IDR,Full time,,,,Bachelor Degree
685,Middle,Mobile Development,Hong Kong,,38000,48000,HKD,Full time,,,3,Bachelor Degree
686,Senior,AS400,Hong Kong,,45000,55000,HKD,Contract/Temp,,,7,Bachelor Degree
687,Senior,Playwright,Philippines,,,,,Full Time,Hybrid,,7,Bachelor Degree
697,Junior,iOS,Indonesia,,,,,Full time,,,0,Bachelor Degree
698,Middle,Microsoft .NET Framework,Hong Kong,,,,,Full time,,,5,Bachelor Degree
699,Middle,Networks,Indonesia,,,,,Full time,Office,,2,Bachelor Degree
701,Junior,Application Development,Philippines,,,,,Full time,,,,Bachelor Degree
704,Junior,Programming,Philippines,,,,,Full time,,,,Bachelor Degree
707,Junior,Software Development,Philippines,,,,,Full time,,,,Bachelor Degree
708,Middle,ICT/FTNS,Hong Kong,,40000,60000,,Full time,,,3,Bachelor Degree
710,Middle,,Australia,QLD,,,,Full time,,,3,Bachelor Degree
715,Middle,AI and HPC,Hong Kong,,,,,Full time,,,3,Bachelor Degree
719,Middle,.NET,Malaysia,,4000,6000,MYR,Full time,,,3,Bachelor Degree
725,Junior,Java,Philippines,,,,,Full time,,,,Bachelor Degree
727,Senior,Agile Methodologies,Australia,VIC,,,,Full time,Hybrid,,,Bachelor Degree
728,Junior,IT Support,New Zealand,,70000,75000,NZD,Full time,,,,Bachelor Degree
729,Middle,Network Project,Hong Kong,,,,,Full time,,,5,Bachelor Degree
732,Middle,Network,Hong Kong,,18000,27000,HKD,Full time,,,,Bachelor Degree
734,Middle,Java,Hong Kong,,18000,27000,HKD,Full time,,,,Bachelor Degree
736,Junior,C#,Hong Kong,,,,,Full time,,,2,Bachelor Degree
742,Middle,Cisco,Philippines,,60000,70000,PHP,Full time,,,2,Bachelor Degree
749,Senior,Data Management,Australia,VIC,,,,Full time,Hybrid,,7,Bachelor Degree
751,Junior,,Malaysia,,2800,4000,MYR,Full time,,,1,Bachelor Degree
752,Senior,,Indonesia,,15000000,20000000,IDR,Full time,,,3,Bachelor Degree
756,,Digital Project Management,Hong Kong,,,,,Full time,,,3,Bachelor Degree
757,Senior,Microsoft 365,Indonesia,,,,,Full time,,,2,Bachelor Degree
763,Junior,Networks,Indonesia,,,,,Full time,,,1,Bachelor Degree
764,Senior,Project Management,Hong Kong,,1200000,1400000,,Full time,,,15,Bachelor Degree
766,Junior,,Philippines,,,,,Full time,Hybrid,,1,Bachelor Degree
771,Junior,Information Security,Hong Kong,,,,,Full time,Remote,,3,Bachelor Degree
772,Senior,,Hong Kong,,45000,54999,HKD,Full time,,,10,Bachelor Degree
773,Senior,SQL,Philippines,,,,,Full time,Hybrid,,6,Bachelor Degree
775,Middle,Microsoft,Singapore,,4000,6000,SGD,Full time,,,3,Bachelor Degree
779,Middle,SQL,Philippines,,,,,Full time,Office,,2,Bachelor Degree
780,Middle,Power Apps,Philippines,,,,,Full time,,,2,Bachelor Degree
784,Middle,E-commerce,Philippines,,,,,Full time,Hybrid,,5,Bachelor Degree
785,Middle,Mobile,Hong Kong,,,,,Full time,,,,Bachelor Degree
786,Senior,Architecture,Singapore,,,,SGD,Full time,,,8,Bachelor Degree
787,Senior,Penetration Testing,Philippines,,,,,Full time,,,3,Bachelor Degree
789,Middle,Odoo,Thailand,,32000,47000,THB,Full time,,,3,Bachelor Degree
791,Middle,Business Transformation,Philippines,,,,,Full time,Office,,3,Bachelor Degree
800,Junior,Product Management,Hong Kong,,,,,Full time,,,,Bachelor Degree
806,,Data Center,Thailand,,,,,Full time,,,7,Bachelor Degree
813,Junior,PHP,Indonesia,,,,,Full time,,,1,Bachelor Degree
815,Middle,,Australia,VIC,,,,Full time,,,2,Bachelor Degree
817,,ERP,Indonesia,,,,,Full time,,,2,Bachelor Degree
820,Senior,Project Management,Philippines,,,,,Full time,Office,,3,Bachelor Degree
826,,,Australia,VIC,,,,Full time,,,5,Bachelor Degree
827,Junior,,Indonesia,,,,,Full time,,,1,Bachelor Degree
830,Middle,Consulting,Indonesia,,,,,Full time,,,5,Bachelor Degree
840,Middle,,Indonesia,,,,,Full time,,,1,Bachelor Degree
842,Middle,Google Cloud Platform,Philippines,,,,,Full time,Office,,,Bachelor Degree
846,Senior,Data Analytics,Philippines,,,,,Full time,Hybrid,,,Bachelor Degree
847,Middle,Network Architecture,Australia,QLD,,,,Contract/Temp,,,,Bachelor Degree
849,Middle,Node.js,Hong Kong,,45000,55000,,Full time,Remote,,3,Bachelor Degree
853,Middle,IT Support,Australia,QLD,70000,100000,AUD,Full time,Hybrid,,5,Bachelor Degree
855,,Cyber Security,Australia,NSW,110000,130000,AUD,Full time,Hybrid,,4,Bachelor Degree
858,,,Australia,QLD,,,,Contract/Temp,Office,,3,Bachelor Degree
860,Middle,Business Analytics,Singapore,,3000,3400,SGD,Contract/Temp,,,,Bachelor Degree
861,Middle,Business Analysis,Hong Kong,,,,,Full time,Remote,,1,Bachelor Degree
862,Senior,Mobile App Development,New Zealand,,,,,Full time,,,3,Bachelor Degree
864,Junior,Data Loss Prevention,Philippines,,,,,Full time,Office,,,Bachelor Degree
865,Middle,Google Analytics,Hong Kong,,40000,,,Full time,,,2,Bachelor Degree
872,Junior,Cybersecurity,Philippines,,,,,Full time,,,,Bachelor Degree
873,Middle,AWS,Hong Kong,,30000,60000,HKD,Contract/Temp,,,3,Bachelor Degree
874,Middle,IT Software,Malaysia,,,,,Full time,,,5,Bachelor Degree
876,Middle,Project Management,Philippines,,35000,45000,PHP,Full time,Office,,3,Bachelor Degree
879,Junior,IT Support,Philippines,,16000,18000,PHP,Full time,,,,Bachelor Degree
888,Senior,Business Intelligence,Philippines,,,,,Full time,,,,Bachelor Degree
890,Middle,Full Stack,Hong Kong,,,,,Full time,,,,Bachelor Degree
893,,,Singapore,,5000,5000,SGD,Full time,,,2,Bachelor Degree
895,Junior,Backend Development,Philippines,,,,,Full time,Office,,,Bachelor Degree
897,Junior,Frontend Development,Philippines,,,,,Full time,Office,,,Bachelor Degree
907,Middle,Azure,Australia,ACT,,,,Full time,Hybrid,,,Bachelor Degree
909,,Security,Philippines,,200000,220000,PHP,Full time,Hybrid,,5,Bachelor Degree
910,Senior,IT Management,Malaysia,,8000,10000,MYR,Full time,Office,,10,Bachelor Degree
911,Junior,Cybersecurity,Philippines,,,,,Full time,,,1,Bachelor Degree
914,Middle,End User Support,Hong Kong,,30000,40000,HKD,Full time,,,5,Bachelor Degree
915,Lead,AWS,Philippines,,,,,Full time,,,3,Bachelor Degree
918,Senior,Machine Learning,Australia,VIC,,,,Full time,,,,Bachelor Degree
919,Middle,Networks,Singapore,,4300,5000,SGD,Full time,,,5,Bachelor Degree
921,Middle,Game Development,Philippines,,850,850,PHP,Part time,Remote,,4,Bachelor Degree
923,Middle,Networks,Philippines,,,,,Full time,,,3,Bachelor Degree
927,Middle,,Philippines,,,,,Full time,,,3,Bachelor Degree
928,Middle,Project Management,Hong Kong,,,,,Full time,Hybrid,,,Bachelor Degree
929,Middle,PC Support,Philippines,,,,,Full time,Office,,2,Bachelor Degree
931,Senior,SAP FICO,Philippines,,80000,100000,PHP,Full time,Hybrid,,4,Bachelor Degree
933,Middle,Web Development,Malaysia,,2500,3500,MYR,Full time,,,,Bachelor Degree
934,Middle,UX Design,Hong Kong,,,,,Full time,,,3,Bachelor Degree
938,Senior,Life Insurance,Singapore,,7000,9500,SGD,Full time,,,4,Bachelor Degree
939,Senior,AI,Singapore,,6000,10000,,Full time,,Yes,5,Bachelor Degree
943,Junior,Networks & Systems Administration,Philippines,,,,,Full time,,,0,Bachelor Degree
946,Senior,AI,Philippines,,,,,Full time,,,,Bachelor Degree
949,,,Hong Kong,,30000,45000,HKD,Full time,,,5,Bachelor Degree
955,Middle,,Philippines,,11000,14000,PHP,Full time,,,1,Bachelor Degree
958,Middle,IT Support,Philippines,,,,,Full time,,,,Bachelor Degree
964,Senior,Completion Tools,Malaysia,,,,,Full time,,,10,Bachelor Degree
965,Junior,,Malaysia,,,,,Casual/Vacation,,,,Bachelor Degree
967,Middle,WordPress,Indonesia,,,,,Full time,Hybrid,,1,Bachelor Degree
970,Junior,,New Zealand,,,,,Full time,Hybrid,,2,Bachelor Degree
974,Senior,Low Code Development,Singapore,,,,,Full time,,,8,Bachelor Degree
975,Middle,Python,Philippines,,,,,Full time,Hybrid,,3,Bachelor Degree
978,Senior,Moodle LMS,Indonesia,,,,,Full time,,,,Bachelor Degree
984,Middle,Linux,Philippines,,30000,45000,PHP,Full time,,,2,Bachelor Degree
985,Senior,DevOps,Singapore,,,,,Full time,,,6,Bachelor Degree
987,Senior,D365,Singapore,,7000,10000,SGD,Full time,,,,Bachelor Degree
994,Senior,Network,Malaysia,,6000,9000,MYR,Full time,Office,,5,Bachelor Degree
998,Senior,Enterprise Applications,Singapore,,,,,Full time,,,12,Bachelor Degree
1004,Senior,Project Management,Malaysia,,,,,Full time,,,5,Bachelor Degree
1008,Middle,Angular,Indonesia,,,,,Contract/Temp,,,1,Bachelor Degree
1010,Middle,C#,Indonesia,,,,,Contract/Temp,,,2,Bachelor Degree
1012,Senior,IT,Philippines,,,,,Full time,Office,,5,Bachelor Degree
1014,Middle,Information Security,Hong Kong,,,,,Full time,,,3,Bachelor Degree
1018,Middle,Security,Australia,VIC,,,,Full time,Hybrid,,5,Bachelor Degree
1019,Middle,ServiceNow,Thailand,,40000,50000,THB,Full time,,,1,Bachelor Degree
1021,,IT Support,Hong Kong,,,,,Full time,,,3,Bachelor Degree
1025,Middle,Java,Hong Kong,,45000,55000,HKD,Full time,,,2,Bachelor Degree
1043,Senior,Cyber Security,Singapore,,,,,Contract/Temp,,,2,Bachelor Degree
1048,Middle,ERP,Malaysia,,,,,Full time,,,,Bachelor Degree
1051,Senior,ServiceNow IRM,Australia,ACT,1400,1400,AUD,Contract/Temp,Hybrid,,10,Bachelor Degree
1055,Middle,ERP,Philippines,,,,,Full time,,,,Bachelor Degree
1058,Middle,Security,Philippines,,,,,Full time,,,1,Bachelor Degree
1060,Junior,Automation,Hong Kong,,,,,Full time,,,,Bachelor Degree
1061,Senior,Unified Communications,Hong Kong,,,,,Full time,,,5,Bachelor Degree
1062,Middle,ETL,Philippines,,,,,Full time,,,,Bachelor Degree
1064,,IT Service Management,Philippines,,50000,70000,PHP,Full time,Hybrid,,8,Bachelor Degree
1069,Senior,,Australia,ACT,,,,Contract/Temp,,,,Bachelor Degree
1074,Senior,IT Management,Singapore,,,,,Full time,,,5,Bachelor Degree
1077,Middle,IT,Indonesia,,,,,Full time,Office,,3,Bachelor Degree
1078,Middle,,Australia,WA,,,,Full time,,No,3,Bachelor Degree
1079,Senior,Data Protection,Singapore,,4000,6000,SGD,Full time,,,2,Bachelor Degree
1082,Middle,.NET,Philippines,,,,,Full time,,,3,Bachelor Degree
1087,,,Malaysia,,9000,13500,MYR,Contract/Temp,,,5,Bachelor Degree
1092,Middle,Embedded Systems,Hong Kong,,,,,Full time,,,2,Bachelor Degree
1095,Middle,Linux,Indonesia,,7000000,8000000,IDR,Contract/Temp,,,1,Bachelor Degree
1098,,Help Desk,Philippines,,65000,75000,PHP,Full time,,,5,Bachelor Degree
1102,Middle,MES,Malaysia,,,,,Full time,,,2,Bachelor Degree
1109,Senior,Security,Hong Kong,,40000,45000,HKD,Full time,Office,,3,Bachelor Degree
1113,Lead,Adobe Experience Manager,Singapore,,,,,Full time,,,5,Bachelor Degree
1114,Middle,Compliance,Malaysia,,,,,Full time,,,2,Bachelor Degree
1116,Junior,AI,Indonesia,,,,,Contract/Temp,,,1,Bachelor Degree
1118,Senior,GPU Cloud,Singapore,,8000,12000,SGD,Full time,,,5,Bachelor Degree
1120,Middle,C++,Thailand,,,,,Full time,,,,Bachelor Degree
1121,Lead,Satellite Ground Station,Australia,WA,145000,165000,AUD,Full time,,,,Bachelor Degree
1126,Senior,Cyber Security,Singapore,,,,,Full time,,,10,Bachelor Degree
1128,Middle,Mobile Development,Indonesia,,6000000,9000000,IDR,Full time,,,2,Bachelor Degree
1134,Middle,Project Management,Philippines,,50000,60000,PHP,Full time,Office,,5,Bachelor Degree
